index,frame_id,id,x,y,w,h,tl_x,br_x,tl_y,br_y
2,363,11,726.098,294.9884,28.8664,97.3538,711,740,246,343
3,363,13,577.6501,243.2213,32.0454,90.62,561,593,197,288
4,363,14,473.4494,291.767,30.6046,95.1708,458,488,244,339
0,364,1,475.2686,214.0448,27.4758,70.6624,461,489,178,249
1,364,9,367.1256,209.383,27.4669,72.5948,353,380,173,245
2,364,11,728.75,296.4782,28.9227,97.5963,714,743,247,345
3,364,13,583.5375,244.1904,32.5151,90.56,567,599,198,289
4,364,14,479.1125,293.2235,30.855,95.5569,463,494,245,341
0,365,1,480.6319,213.1297,27.2206,70.9502,467,494,177,248
1,365,9,362.6727,209.2256,27.4474,72.6723,348,376,172,245
2,365,11,730.923,297.6985,28.9687,97.7942,716,745,248,346
3,365,13,589.4278,245.1619,32.9796,90.5035,572,605,199,290
4,365,14,484.7756,294.6799,31.1054,95.9431,469,500,246,342
0,366,1,485.7879,212.2148,26.9569,71.2551,472,499,176,247
1,366,9,358.1318,209.1729,27.4212,72.7816,344,371,172,245
2,366,11,732.4439,298.5525,29.0006,97.932,717,746,249,347
3,366,13,595.3271,246.1396,33.4256,90.4592,578,612,200,291
4,366,14,490.4394,296.1362,31.3563,96.3291,474,506,247,344
0,367,1,490.6444,211.3463,26.6909,71.565,477,503,175,247
1,367,9,353.4713,209.2625,27.3863,72.9348,339,367,172,245
2,367,13,601.2496,247.1326,33.8247,90.4454,584,618,201,292
3,367,14,496.1044,297.5923,31.6079,96.7147,480,511,249,345
0,368,1,495.1973,210.5321,26.4292,71.8674,481,508,174,246
1,368,9,348.6913,209.4942,27.3427,73.1317,335,362,172,246
2,368,13,607.2152,248.1539,34.1367,90.4886,590,624,202,293
3,368,14,501.78,299.0494,31.8593,97.0989,485,517,250,347
0,369,1,499.5252,209.7453,26.1808,72.1436,486,512,173,245
1,369,9,343.824,209.8302,27.2929,73.3607,330,357,173,246
2,369,13,613.2393,249.2135,34.3302,90.6096,596,630,203,294
3,369,14,507.4902,300.51,32.1084,97.4796,491,523,251,349
0,370,1,503.7458,208.939,25.9658,72.3538,490,516,172,245
1,370,9,338.91,210.2223,27.2396,73.607,325,352,173,247
2,370,13,619.3216,250.3115,34.4052,90.8086,602,636,204,295
3,370,14,513.2865,301.9798,32.351,97.8514,497,529,253,350
0,371,1,507.9497,208.0616,25.8121,72.4418,495,520,171,244
1,371,9,333.9776,210.6367,27.185,73.86,320,347,173,247
2,371,13,625.4469,251.4378,34.3936,91.0655,608,642,205,296
3,371,14,519.2429,303.4666,32.5819,98.2069,502,535,254,352
0,372,1,512.184,207.0768,25.7418,72.3634,499,525,170,243
1,372,9,329.04,211.0575,27.1301,74.115,315,342,174,248
2,372,13,631.5961,252.5798,34.3359,91.354,614,648,206,298
3,372,14,525.4175,304.9768,32.7972,98.54,509,541,255,354
0,373,1,516.4633,205.982,25.7545,72.1185,503,529,169,242
1,373,9,324.1027,211.4783,27.0753,74.37,310,337,174,248
2,373,13,637.7552,253.7288,34.2604,91.655,620,654,207,299
3,373,14,531.8105,306.5102,32.9973,98.8505,515,548,257,355
0,374,1,520.7762,204.8065,25.8279,71.7511,507,533,168,240
1,374,9,319.1655,211.8992,27.0209,74.625,305,332,174,249
2,374,13,643.9172,254.8803,34.1801,91.9597,626,661,208,300
3,374,14,538.3641,308.061,33.1863,99.1442,521,554,258,357
0,375,1,525.1117,203.5859,25.9352,71.3144,512,538,167,239
1,375,9,314.2285,212.32,26.9669,74.88,300,327,174,249
2,375,13,650.0788,256.0321,34.1,92.2641,633,667,209,302
3,375,14,545.0118,309.6263,33.3701,99.4307,528,561,259,359
0,376,1,529.4695,202.3428,26.0605,70.8414,516,542,166,237
1,376,9,309.2915,212.7408,26.9131,75.135,295,322,175,250
2,376,13,656.24,257.184,34.02,92.5681,639,673,210,303
3,376,14,551.72,311.2132,33.5543,99.7197,534,568,261,361
0,377,1,533.8667,201.0812,26.2027,70.3349,520,546,165,236
1,377,9,304.3712,213.1736,26.8591,75.39,290,317,175,250
2,377,13,662.4012,258.336,33.94,92.8719,645,679,211,304
3,377,14,558.5049,312.8464,33.7445,100.0231,541,575,262,362
0,378,1,538.3327,199.7947,26.369,69.7803,525,551,164,234
1,378,9,299.5078,213.6475,26.8047,75.645,286,312,175,251
2,378,13,668.5629,259.4879,33.86,93.1759,651,685,212,306
3,378,14,565.4137,314.5634,33.9474,100.3554,548,582,264,364
0,379,1,542.8924,198.4746,26.5684,69.1593,529,556,163,233
1,379,9,294.7885,214.2252,26.7499,75.9,281,308,176,252
2,379,13,674.725,260.6397,33.78,93.4803,657,691,213,307
3,379,14,572.4912,316.3944,34.1674,100.7271,555,589,266,366
0,380,1,547.5235,197.1212,26.7972,68.4774,534,560,162,231
1,380,9,290.3369,214.9955,26.695,76.155,276,303,176,253
2,380,13,680.8872,261.7912,33.7,93.785,664,697,214,308
3,380,14,579.7371,318.3399,34.4045,101.1381,562,596,267,368
0,381,1,552.1467,195.7439,27.0376,67.7657,538,565,161,229
1,381,9,286.2497,216.028,26.64,76.41,272,299,177,254
2,381,13,687.0492,262.942,33.62,94.0897,670,703,215,309
3,381,14,587.1066,320.3694,34.6543,101.578,569,604,269,371
0,382,1,556.6131,194.3556,27.2578,67.0764,542,570,160,227
1,382,9,282.5274,217.3227,26.585,76.665,269,295,178,255
2,382,13,693.2108,264.092,33.54,94.3941,676,709,216,311
3,382,14,594.5426,322.4444,34.9108,102.0334,577,611,271,373
0,383,1,560.7341,192.9655,27.4212,66.4668,547,574,159,226
1,383,9,279.1211,218.8084,26.53,76.92,265,292,180,257
2,383,13,699.3728,265.2419,33.46,94.6981,682,716,217,312
3,383,14,602.005,324.5375,35.17,102.495,584,619,273,375
0,384,1,564.3692,191.5786,27.5014,65.9768,550,578,158,224
1,384,9,276.0237,220.3926,26.475,77.175,262,289,181,258
2,384,13,705.535,266.3922,33.38,95.0019,688,722,218,313
3,384,14,609.475,326.6358,35.4299,102.9583,591,627,275,378
0,385,1,567.5142,190.1962,27.4971,65.6094,553,581,157,223
1,385,9,273.3975,222.0044,26.42,77.43,260,286,183,260
2,385,13,711.6971,267.5434,33.3,95.3059,695,728,219,315
3,385,14,616.9448,328.7342,35.6896,103.4217,599,634,277,380
0,386,1,570.2992,188.8172,27.4308,65.3323,556,584,156,221
1,386,9,271.5549,223.6032,26.365,77.685,258,284,184,262
2,386,13,717.879,268.7003,33.1795,95.6204,701,734,220,316
3,386,14,624.4144,330.8325,35.9487,103.885,606,642,278,382
0,387,1,572.8901,187.4404,27.3312,65.1041,559,586,154,219
1,387,9,270.7563,225.1682,26.31,77.94,257,283,186,264
2,387,13,724.1297,269.8749,32.9198,95.9699,707,740,221,317
3,387,14,631.8836,332.9308,36.2071,104.3483,613,649,280,385
0,388,1,575.4042,186.0646,27.2183,64.8953,561,589,153,218
1,388,9,271.0018,226.6997,26.255,78.195,257,284,187,265
2,388,13,730.4749,271.0772,32.3502,96.394,714,746,222,319
3,388,14,639.3525,335.0292,36.465,104.8117,621,657,282,387
0,389,1,577.8958,184.6894,27.1016,64.6925,564,591,152,217
1,389,9,272.0142,228.2068,26.2,78.45,258,285,188,267
2,389,13,736.8686,272.3045,31.2715,96.9354,721,752,223,320
3,389,14,646.8214,337.1275,36.7229,105.275,628,665,284,389
0,390,1,580.3873,183.3142,26.9847,64.49,566,593,151,215
1,390,9,273.4403,229.7006,26.145,78.705,260,286,190,269
2,390,13,743.0068,273.5007,29.6646,97.5844,728,757,224,322
3,390,14,654.2906,339.2258,36.9813,105.7384,635,672,286,392
0,391,1,582.8787,181.9387,26.8675,64.2875,569,596,149,214
1,391,9,275.0303,231.1887,26.09,78.96,261,288,191,270
2,391,13,748.293,274.5449,27.8352,98.2442,734,762,225,323
3,391,14,661.7418,341.3124,37.2404,106.202,643,680,288,394
0,392,1,585.37,180.5632,26.75,64.0847,571,598,148,212
1,392,9,276.6684,232.6746,26.035,79.215,263,289,193,272
2,392,13,752.1413,275.3128,26.2586,98.7801,739,765,225,324
3,392,14,669.1299,343.3593,37.5001,106.6658,650,687,290,396
0,393,1,587.8613,179.1877,26.6325,63.8816,574,601,147,211
1,393,9,278.3069,234.16,25.98,79.47,265,291,194,273
2,393,14,676.3582,345.3059,37.76,107.13,657,695,291,398
0,394,1,590.3527,177.8123,26.5153,63.6784,577,603,145,209
1,394,9,279.9456,235.6454,25.925,79.725,266,292,195,275
2,394,14,683.2899,347.0669,38.02,107.5942,664,702,293,400
0,395,1,592.8232,176.4435,26.3975,63.4772,579,606,144,208
1,395,9,281.5884,237.1314,25.8699,79.9807,268,294,197,277
2,395,14,689.8174,348.5755,38.28,108.058,670,708,294,402
0,396,1,595.2216,175.0979,26.2767,63.2826,582,608,143,206
1,396,9,283.2456,238.6188,25.8144,80.2388,270,296,198,278
2,396,14,695.9404,349.8317,38.54,108.5216,676,715,295,404
0,397,1,597.4377,173.8111,26.1478,63.1045,584,610,142,205
1,397,9,284.9396,240.108,25.7578,80.503,272,297,199,280
2,397,14,701.7661,350.9023,38.8,108.985,682,721,296,405
0,398,1,599.3156,172.6335,26.0037,62.9563,586,612,141,204
1,398,9,286.702,241.6,25.6989,80.7787,273,299,201,281
2,398,14,707.4315,351.8726,39.06,109.4483,687,726,297,406
0,399,1,600.5911,171.6233,25.8387,62.8489,587,613,140,203
1,399,9,288.6418,243.1032,25.637,81.0697,275,301,202,283
2,399,14,712.9787,352.7942,39.3175,109.9071,693,732,297,407
0,400,1,601.0532,170.8156,25.6528,62.7823,588,613,139,202
1,400,9,290.8974,244.6304,25.5718,81.3762,278,303,203,285
2,400,14,718.3197,353.6733,39.5662,110.3501,698,738,298,408
0,401,1,600.4091,170.2435,25.4517,62.7464,587,613,138,201
1,401,9,293.6848,246.1867,25.5041,81.6942,280,306,205,287
2,401,14,723.1867,354.4741,39.7928,110.7535,703,743,299,409
0,402,1,598.4685,169.941,25.2424,62.7273,585,611,138,201
1,402,9,297.1532,247.7496,25.4352,82.0186,284,309,206,288
2,402,14,727.1749,355.1296,39.9785,111.0838,707,747,299,410
0,403,1,595.5123,169.9058,25.03,62.7151,582,608,138,201
1,403,9,301.0742,249.217,25.3663,82.3463,288,313,208,290
2,403,14,729.9666,355.5878,40.1085,111.3146,709,750,299,411
0,404,1,592.3724,170.063,24.8167,62.7049,579,604,138,201
1,404,9,304.7642,250.4106,25.2979,82.6754,292,317,209,291
0,405,1,589.893,170.2985,24.6034,62.6946,577,602,138,201
1,405,9,307.5073,251.1732,25.23,83.0051,294,320,209,292
0,406,1,588.3427,170.5338,24.3903,62.6837,576,600,139,201
1,406,9,309.0699,251.4831,25.1621,83.335,296,321,209,293
0,407,1,587.4694,170.7462,24.1775,62.6721,575,599,139,202
1,407,9,309.7292,251.4571,25.0937,83.665,297,322,209,293
0,408,1,586.9155,170.9426,23.965,62.66,574,598,139,202
1,408,9,309.913,251.2512,25.0247,83.995,297,322,209,293
0,409,1,586.4796,171.1309,23.7526,62.6478,574,598,139,202
1,409,9,309.8993,250.9738,24.9553,84.325,297,322,208,293
0,410,1,585.9336,171.3266,23.54,62.6358,574,597,140,202
1,410,9,309.8481,250.6779,24.8863,84.655,297,322,208,293
0,411,1,585.1371,171.5496,23.3308,62.6272,573,596,140,202
1,411,9,309.7998,250.3848,24.8196,84.981,297,322,207,292
0,412,1,583.8711,171.8369,23.1331,62.6288,572,595,140,203
1,412,9,309.7605,250.0995,24.7596,85.2932,297,322,207,292
0,413,1,581.9981,172.2444,22.9643,62.6567,570,593,140,203
1,413,9,309.7433,249.8333,24.7148,85.5705,297,322,207,292
0,414,1,579.6724,172.8309,22.8489,62.7341,568,591,141,204
1,414,9,309.7668,249.6024,24.6979,85.783,297,322,206,292
0,415,1,577.2324,173.6192,22.8063,62.8794,565,588,142,205
1,415,9,309.846,249.4195,24.7191,85.9072,297,322,206,292
0,416,1,574.8327,174.5685,22.8366,63.093,563,586,143,206
1,416,9,309.9811,249.2844,24.7789,85.9427,297,322,206,292
0,417,1,572.2954,175.5953,22.9202,63.3566,560,583,143,207
1,417,9,310.1578,249.1845,24.8674,85.9132,297,322,206,292
0,418,1,569.3788,176.6273,23.0321,63.6468,557,580,144,208
1,418,9,310.3567,249.1036,24.9719,85.8488,297,322,206,292
0,419,1,566.0536,177.6349,23.1549,63.9471,554,577,145,209
1,419,9,310.5643,249.0306,25.0826,85.7713,298,323,206,291
0,420,1,562.4835,178.6265,23.2808,64.2499,550,574,146,210
1,420,9,310.7741,248.9602,25.195,85.6904,298,323,206,291
0,421,1,558.8212,179.6233,23.4069,64.5524,547,570,147,211
1,421,9,310.9837,248.89,25.3074,85.6101,298,323,206,291
0,422,1,555.2207,180.66,23.5331,64.855,543,566,148,213
1,422,9,311.1933,248.82,25.4199,85.5299,298,323,206,291
2,422,10,749.9217,332.8855,31.9391,102.1658,733,765,281,383
0,423,1,551.8058,181.7766,23.6592,65.1576,539,563,149,214
1,423,9,311.4028,248.7498,25.5322,85.4496,298,324,206,291
2,423,10,745.7136,331.1786,36.8175,102.6871,727,764,279,382
0,424,1,548.6435,183.0019,23.785,65.46,536,560,150,215
1,424,9,311.6121,248.6794,25.6442,85.3687,298,324,205,291
2,424,10,740.8553,329.2293,41.5113,103.1003,720,761,277,380
0,425,1,545.7337,184.3355,23.9108,65.7624,533,557,151,217
1,425,9,311.8214,248.6086,25.7558,85.2871,298,324,205,291
2,425,10,735.6523,327.2701,45.03,103.2827,713,758,275,378
0,426,1,543.0093,185.7484,24.0369,66.065,530,555,152,218
1,426,9,312.0309,248.5375,25.8678,85.205,299,324,205,291
2,426,10,730.0997,325.4353,47.0085,103.217,706,753,273,377
0,427,1,540.385,187.2037,24.1631,66.3676,528,552,154,220
1,427,9,312.2408,248.4664,25.98,85.1229,299,325,205,291
2,427,10,724.0781,323.7492,47.6742,102.9642,700,747,272,375
0,428,1,537.8067,188.6755,24.2892,66.6702,525,549,155,222
1,428,9,312.4511,248.3956,26.0922,85.0413,299,325,205,290
2,428,10,717.5925,322.1819,47.4872,102.6008,693,741,270,373
0,429,1,535.2614,190.1509,24.4151,66.9734,523,547,156,223
1,429,9,312.6612,248.3252,26.2042,84.9604,299,325,205,290
2,429,10,710.7507,320.6819,46.8923,102.1879,687,734,269,371
0,430,1,532.7701,191.623,24.5413,67.2781,520,545,157,225
1,430,9,312.8709,248.255,26.3158,84.8801,299,326,205,290
2,430,10,703.6973,319.2122,46.16,101.7599,680,726,268,370
0,431,1,530.3785,193.088,24.6683,67.5852,518,542,159,226
1,431,9,313.0805,248.185,26.4278,84.7999,299,326,205,290
2,431,10,696.551,317.7546,45.3878,101.3274,673,719,267,368
0,432,1,528.1224,194.5429,24.7964,67.8951,515,540,160,228
1,432,9,313.29,248.1152,26.54,84.7196,300,326,205,290
2,432,10,689.3776,316.2999,44.6158,100.895,667,711,265,366
0,433,1,526.0017,195.9877,24.9254,68.2078,513,538,161,230
1,433,9,313.4994,248.0456,26.6522,84.6387,300,326,205,290
2,433,10,682.1961,314.8463,43.8442,100.4626,660,704,264,365
0,434,1,523.9802,197.4252,25.0552,68.5225,511,536,163,231
1,434,9,313.7087,247.9764,26.7642,84.5571,300,327,205,290
2,434,10,675.0142,313.3926,43.0722,100.0301,653,696,263,363
0,435,1,522.012,198.8588,25.1854,68.8386,509,534,164,233
1,435,9,313.9179,247.9075,26.8758,84.475,300,327,205,290
2,435,10,667.8319,311.9389,42.2999,99.5978,646,688,262,361
0,436,1,520.0651,200.2911,25.3163,69.1553,507,532,165,234
1,436,9,314.1272,247.8386,26.9878,84.3929,300,327,205,290
2,436,10,660.6497,310.4854,41.5274,99.1658,639,681,260,360
0,437,1,518.1249,201.7233,25.4479,69.4725,505,530,166,236
1,437,9,314.3367,247.7694,27.1001,84.3113,300,327,205,289
2,437,10,653.4678,309.0324,40.755,98.7342,633,673,259,358
0,438,1,516.1853,203.1558,25.58,69.79,503,528,168,238
1,438,9,314.5463,247.6998,27.2126,84.2304,300,328,205,289
2,438,10,646.3058,307.5771,39.9826,98.3022,626,666,258,356
0,439,1,514.2462,204.5887,25.7121,70.1075,501,527,169,239
1,439,9,314.7559,247.63,27.325,84.1501,301,328,205,289
2,439,10,639.2105,306.1134,39.2101,97.87,619,658,257,355
0,440,1,512.3069,206.0215,25.8437,70.4247,499,525,170,241
1,440,9,314.9657,247.56,27.4374,84.0699,301,328,205,289
2,440,10,632.2838,304.6285,38.4379,97.4378,613,651,255,353
0,441,1,510.3842,207.4542,25.9752,70.7431,497,523,172,242
1,441,9,315.1758,247.4898,27.5499,83.9896,301,328,205,289
2,441,10,625.6697,303.1045,37.6663,97.0058,606,644,254,351
0,442,1,508.5196,208.8878,26.108,71.0669,495,521,173,244
1,442,9,315.3861,247.4194,27.6622,83.9087,301,329,205,289
2,442,10,619.4815,301.5273,36.8953,96.5742,601,637,253,349
0,443,1,506.8022,210.3244,26.2455,71.4045,493,519,174,246
1,443,9,315.6241,247.3531,27.7742,83.8271,301,329,205,289
2,443,10,613.7441,299.9151,36.1247,96.1421,595,631,251,347
0,444,1,505.3578,211.7668,26.3917,71.7677,492,518,175,247
1,444,9,315.9575,247.302,27.8858,83.745,302,329,205,289
2,444,10,608.3804,298.3106,35.3595,95.7098,590,626,250,346
0,445,1,504.2854,213.2167,26.5497,72.166,491,517,177,249
1,445,9,316.5327,247.2899,27.9978,83.6629,302,330,205,289
2,445,10,603.3162,296.7879,34.6134,95.2776,586,620,249,344
0,446,1,503.5852,214.6738,26.7195,72.5995,490,516,178,250
1,446,9,317.5562,247.3506,28.11,83.5813,303,331,205,289
2,446,10,598.5051,295.4089,33.9166,94.8471,581,615,247,342
0,447,1,503.1583,216.1357,26.8978,73.0586,489,516,179,252
1,447,9,319.1898,247.5101,28.2222,83.5004,305,333,205,289
2,447,10,593.8632,294.1629,33.3118,94.4198,577,610,246,341
0,448,1,502.879,217.6,27.0805,73.5316,489,516,180,254
1,448,9,321.4331,247.7685,28.3342,83.4201,307,335,206,289
2,448,10,589.2304,292.9548,32.8327,93.9973,572,605,245,339
0,449,1,502.6898,219.0759,27.265,74.01,489,516,182,256
1,449,9,324.1241,248.0994,28.4458,83.3399,309,338,206,289
2,449,10,584.4637,291.6769,32.4792,93.5798,568,600,244,338
0,450,1,502.6257,220.5895,27.4501,74.49,488,516,183,257
1,450,9,327.0567,248.4693,28.5578,83.2596,312,341,206,290
2,450,10,579.5217,290.2896,32.218,93.1661,563,595,243,336
0,451,1,502.8341,222.1979,27.6353,74.97,489,516,184,259
1,451,9,330.085,248.8544,28.6701,83.1787,315,344,207,290
2,451,10,574.4546,288.8201,32.0066,92.754,558,590,242,335
0,452,1,503.547,223.9819,27.8209,75.45,489,517,186,261
1,452,9,333.1598,249.2516,28.7808,83.1049,318,347,207,290
2,452,10,569.3293,287.3111,31.8153,92.3421,553,585,241,333
0,453,1,504.9468,226.005,28.0069,75.93,490,518,188,263
1,453,9,336.298,249.6762,28.8855,83.0569,321,350,208,291
2,453,10,564.18,285.785,31.63,91.93,548,579,239,331
0,454,1,507.0334,228.2669,28.1931,76.41,492,521,190,266
1,454,9,339.5966,250.1705,28.9753,83.0758,325,354,208,291
2,454,10,559.0307,284.2589,31.4447,91.5178,543,574,238,330
0,455,1,509.6239,230.7042,28.3791,76.89,495,523,192,269
1,455,9,343.1925,250.7942,29.0375,83.2191,328,357,209,292
2,455,10,553.8812,282.7329,31.2591,91.1058,538,569,237,328
0,456,1,512.4859,233.2359,28.5647,77.37,498,526,194,271
1,456,9,347.193,251.5938,29.0623,83.5316,332,361,209,293
2,456,10,548.7315,281.2071,31.0731,90.6942,533,564,235,326
0,457,1,515.455,235.805,28.7499,77.8501,501,529,196,274
1,457,9,351.5977,252.5696,29.0494,84.0131,337,366,210,294
2,457,10,543.5818,279.6811,30.8869,90.2822,528,559,234,324
0,458,1,518.4554,238.3852,28.935,78.3304,503,532,199,277
1,458,9,356.2994,253.6749,29.0089,84.6185,341,370,211,295
2,458,10,538.4321,278.155,30.7008,89.87,523,553,233,323
0,459,1,521.4562,240.9656,29.12,78.8113,506,536,201,280
1,459,9,361.1611,254.8504,28.9536,85.2907,346,375,212,297
2,459,10,533.2825,276.6289,30.515,89.4579,518,548,231,321
0,460,1,524.4575,243.5464,29.305,79.2929,509,539,203,283
1,460,9,366.0863,256.0537,28.8925,85.9891,351,380,213,299
2,460,10,528.1329,275.1031,30.3292,89.0462,512,543,230,319
0,461,1,527.4589,246.1275,29.4901,79.775,512,542,206,286
1,461,9,371.0376,257.2641,28.8314,86.6883,356,385,213,300
2,461,10,522.9832,273.5775,30.1431,88.635,507,538,229,317
0,462,1,530.4676,248.7057,29.6723,80.2599,515,545,208,288
1,462,9,376.0152,258.4727,28.775,87.3654,361,390,214,302
2,462,10,517.8335,272.0519,29.9569,88.2238,502,532,227,316
0,463,1,533.5028,251.2739,29.8444,80.7536,518,548,210,291
1,463,9,381.0588,259.6779,28.7305,87.9875,366,395,215,303
2,463,10,512.6644,270.5191,29.7732,87.8131,497,527,226,314
0,464,1,536.6058,253.8171,29.9902,81.2704,521,551,213,294
1,464,9,386.2249,260.8774,28.7083,88.5081,371,400,216,305
2,464,10,507.4287,268.9621,29.5978,87.4053,492,522,225,312
0,465,1,539.8349,256.3145,30.0869,81.8308,524,554,215,297
1,465,9,391.5582,262.0696,28.7167,88.8909,377,405,217,306
2,465,10,502.0247,267.3447,29.4427,87.0061,487,516,223,310
0,466,1,543.2351,258.7497,30.1159,82.4513,528,558,217,299
1,466,2,722.5286,372.0656,52.9656,127.5474,696,749,308,435
2,466,9,397.0587,263.2541,28.7558,89.1362,382,411,218,307
3,466,10,496.3085,265.6153,29.3252,86.6234,481,510,222,308
0,467,1,546.8061,261.1229,30.077,83.1321,531,561,219,302
1,467,2,717.2875,369.2159,51.6037,127.102,691,743,305,432
2,467,9,402.6825,264.4329,28.8176,89.2809,388,417,219,309
3,467,10,490.1906,263.7435,29.259,86.2634,475,504,220,306
0,468,1,550.5021,263.4506,29.988,83.8578,535,565,221,305
1,468,2,710.8914,365.7386,49.9418,126.5586,685,735,302,429
2,468,9,408.3732,265.6082,28.8918,89.3709,393,422,220,310
3,468,10,483.7282,261.7528,29.2444,85.9262,469,498,218,304
0,469,1,554.2652,265.7534,29.8719,84.6078,539,569,223,308
1,469,2,703.8897,361.9388,48.1324,125.9618,679,727,298,424
2,469,9,414.0906,266.7819,28.9713,89.4387,399,428,222,311
3,469,10,477.1572,259.735,29.2678,85.6058,462,491,216,302
0,470,1,558.0549,268.0459,29.745,85.3676,543,572,225,310
1,470,2,696.7009,358.06,46.3082,125.3423,673,719,295,420
2,470,9,419.8161,267.9551,29.0529,89.4996,405,434,223,312
3,470,10,470.7947,257.8136,29.3115,85.2944,456,485,215,300
0,471,1,561.8525,270.335,29.6151,86.13,547,576,227,313
1,471,2,689.5906,354.2819,44.5903,124.7125,667,711,291,416
2,471,9,425.5416,269.1284,29.135,89.5599,410,440,224,313
3,471,10,464.8782,256.0814,29.3631,84.9866,450,479,213,298
0,472,1,565.6503,272.6241,29.4854,86.8924,550,580,229,316
1,472,2,682.7586,350.7629,43.1038,124.0746,661,704,288,412
2,472,9,431.2645,270.3097,29.2171,89.6322,416,445,225,315
3,472,10,459.4544,254.5551,29.4169,84.6797,444,474,212,296
0,473,1,569.4481,274.9137,29.3563,87.6549,554,584,231,318
1,473,2,676.3056,347.5965,41.9328,123.4257,655,697,285,409
2,473,9,436.9796,271.5189,29.2987,89.7464,422,451,226,316
3,473,10,454.4063,253.1852,29.4708,84.3725,439,469,210,295
0,474,1,573.2464,277.2041,29.2279,88.4172,558,587,232,321
1,474,2,670.2317,344.7826,41.0772,122.7655,649,690,283,406
2,474,9,442.6758,272.7984,29.3796,89.9665,427,457,227,317
3,474,10,449.5605,251.9,29.525,84.065,434,464,209,293
0,475,1,577.045,279.4947,29.1,89.1792,562,591,234,324
1,475,2,664.4365,342.2273,40.4533,122.0969,644,684,281,403
2,475,9,448.3376,274.2082,29.4599,90.3827,433,463,229,319
3,475,10,444.7945,250.6488,29.5792,83.7574,430,459,208,292
0,476,1,580.8436,281.7854,28.9721,89.9408,566,595,236,326
1,476,2,658.7911,339.8115,39.9544,121.4236,638,678,279,400
2,476,9,453.9527,275.7957,29.54,91.0661,439,468,230,321
3,476,10,440.0515,249.4075,29.6331,83.4499,425,454,207,291
0,477,1,584.6419,284.0764,28.8437,90.7028,570,599,238,329
1,477,2,653.2046,337.4507,39.5049,120.7481,633,672,277,397
2,477,9,459.5213,277.5613,29.62,92.0165,444,474,231,323
3,477,10,435.3086,248.1661,29.6869,83.1422,420,450,206,289
0,478,1,588.4397,286.3675,28.7146,91.4651,574,602,240,332
1,478,2,647.6348,335.106,39.0697,120.0719,628,667,275,395
2,478,9,465.0562,279.4577,29.7,93.1631,450,479,232,326
3,478,10,430.5659,246.9245,29.7408,82.8342,415,445,205,288
0,479,1,592.2375,288.6587,28.5849,92.2276,577,606,242,334
1,479,2,642.0649,332.7613,38.6341,119.3959,622,661,273,392
2,479,9,470.5729,281.4248,29.78,94.4156,455,485,234,328
3,479,10,425.8238,245.6829,29.795,82.5258,410,440,204,286
0,480,1,596.0351,290.9496,28.455,92.99,581,610,244,337
1,480,2,636.4952,330.4168,38.1981,118.7203,617,655,271,389
2,480,9,476.0825,283.42,29.86,95.71,461,491,235,331
3,480,10,421.0824,244.4415,29.8492,82.2179,406,436,203,285
0,481,1,599.8325,293.2399,28.325,93.7524,585,613,246,340
1,481,2,630.926,328.0725,37.7619,118.0451,612,649,269,387
2,481,9,481.5897,285.4233,29.94,97.0167,466,496,236,333
3,481,10,416.3415,243.2002,29.9031,81.9104,401,431,202,284
0,482,1,603.6003,295.5199,28.1975,94.5084,589,617,248,342
1,482,2,625.3568,325.7283,37.3259,117.37,606,644,267,384
2,482,9,487.0966,287.4267,30.02,98.3233,472,502,238,336
3,482,10,411.5954,241.9646,29.9549,81.6034,396,426,201,282
0,483,1,607.266,297.7658,28.0787,95.2419,593,621,250,345
1,483,2,619.8224,323.3878,36.8903,116.6949,601,638,265,381
2,483,9,492.5997,289.4372,30.1013,99.6223,477,507,239,339
3,483,10,406.8307,240.7481,29.9997,81.2966,391,421,200,281
0,484,1,610.6739,299.9268,27.9817,95.9185,596,624,251,347
1,484,2,614.4086,321.0601,36.4551,116.0197,596,632,263,379
2,484,9,498.09,291.4724,30.1869,100.8946,482,513,241,341
3,484,10,402.0199,239.5791,30.0269,80.9897,387,417,199,280
0,485,1,613.6033,301.931,27.9247,96.4898,599,627,253,350
1,485,2,609.2996,318.7649,36.02,115.3441,591,627,261,376
2,485,9,503.5486,293.5702,30.2836,102.1,488,518,242,344
3,485,10,397.1241,238.4979,30.021,80.6825,382,412,198,278
0,486,1,615.8811,303.7216,27.9218,96.9182,601,629,255,352
1,486,2,604.7566,316.53,35.585,114.6681,586,622,259,373
2,486,9,508.9481,295.7841,30.4007,103.1813,493,524,244,347
3,486,10,392.1128,237.5367,29.97,80.375,377,407,197,277
0,487,1,617.5071,305.298,27.9725,97.2039,603,631,256,353
1,487,2,600.9841,314.3776,35.15,113.9919,583,618,257,371
2,487,9,514.2673,298.1562,30.5457,104.0938,498,529,246,350
3,487,10,386.986,236.6957,29.8738,80.0674,372,401,196,276
0,488,1,618.6544,306.7167,28.062,97.3848,604,632,258,355
1,488,2,597.9821,312.3082,34.715,113.3159,580,615,255,368
2,488,9,519.506,300.6869,30.7185,104.8379,504,534,248,353
3,488,10,381.7745,235.9433,29.7447,79.76,366,396,196,275
0,489,1,619.5431,308.0506,28.172,97.5094,605,633,259,356
1,489,2,595.546,310.2996,34.28,112.6403,578,612,253,366
2,489,9,524.6853,303.3343,30.9115,105.4584,509,540,250,356
